#,Entries,Last Submission UTC (Best − Last Submission),Score,Team Name  * in the money,slug,Δ1d,Δ1w,Δ5d
677.0,9.0,"Sat, 20 Aug 2016 03:29:36  (-3.6d)",0.987028,Ming,predicting-red-hat-business-value,,↓196,
678.0,4.0,"Tue, 16 Aug 2016 13:42:46",0.987028,dsbrissa,predicting-red-hat-business-value,,↓196,
679.0,8.0,"Fri, 26 Aug 2016 22:17:09  (-10.3d)",0.987028,Ultramel,predicting-red-hat-business-value,,↓196,
680.0,8.0,"Wed, 17 Aug 2016 20:37:41  (-25.7h)",0.987028,Nilabha Bhattacharya,predicting-red-hat-business-value,,↓196,
681.0,1.0,"Tue, 16 Aug 2016 19:31:06",0.987028,mingjerli,predicting-red-hat-business-value,,↓196,
682.0,1.0,"Wed, 17 Aug 2016 01:53:13",0.987028,geek ninja,predicting-red-hat-business-value,,↓196,
683.0,4.0,"Fri, 09 Sep 2016 03:45:19  (-22.9d)",0.987028,Isura Nimalasiri,predicting-red-hat-business-value,,↓196,
684.0,9.0,"Wed, 17 Aug 2016 08:35:01",0.987028,Kloser Cheung,predicting-red-hat-business-value,,↓196,
685.0,1.0,"Wed, 17 Aug 2016 09:27:28",0.987028,gpapadop79,predicting-red-hat-business-value,,↓196,
686.0,9.0,"Wed, 07 Sep 2016 12:47:29  (-20.9d)",0.987028,Shark,predicting-red-hat-business-value,,↓196,
687.0,2.0,"Wed, 17 Aug 2016 19:19:46  (-2.6h)",0.987028,JoshuaSimpson,predicting-red-hat-business-value,,↓196,
688.0,13.0,"Wed, 17 Aug 2016 17:52:39  (-1.1h)",0.987028,Andrew Khalel,predicting-red-hat-business-value,,↓196,
689.0,4.0,"Wed, 17 Aug 2016 16:56:05",0.987028,Ravi Theja,predicting-red-hat-business-value,,↓196,
690.0,6.0,"Wed, 17 Aug 2016 19:21:25",0.987028,VictorShen,predicting-red-hat-business-value,,↓196,
691.0,1.0,"Wed, 17 Aug 2016 19:40:19",0.987028,IvanSosnovik,predicting-red-hat-business-value,,↓196,
692.0,3.0,"Wed, 17 Aug 2016 19:50:51",0.987028,default,predicting-red-hat-business-value,,↓196,
693.0,1.0,"Wed, 17 Aug 2016 21:06:30",0.987028,Anurag Halder,predicting-red-hat-business-value,,↓196,
694.0,1.0,"Thu, 18 Aug 2016 05:18:46",0.987028,Ilia Semenov,predicting-red-hat-business-value,,↓196,
695.0,7.0,"Sun, 21 Aug 2016 08:02:15  (-2.9d)",0.987028,jahaziel ponce sanchez,predicting-red-hat-business-value,,↓195,
696.0,8.0,"Fri, 19 Aug 2016 13:14:42  (-22.3h)",0.987028,Johnny Lee,predicting-red-hat-business-value,,↓195,
697.0,14.0,"Thu, 18 Aug 2016 15:41:42  (-0.1h)",0.987028,Alex_Alex,predicting-red-hat-business-value,,↓195,
698.0,1.0,"Thu, 18 Aug 2016 17:52:40",0.987028,TedRand,predicting-red-hat-business-value,,↓195,
699.0,4.0,"Thu, 18 Aug 2016 20:51:01",0.987028,Kirill Kravtsov,predicting-red-hat-business-value,,↓194,
700.0,1.0,"Thu, 18 Aug 2016 23:17:50",0.987028,Daggy,predicting-red-hat-business-value,,↓194,
701.0,1.0,"Thu, 18 Aug 2016 23:28:37",0.987028,Anthony P.,predicting-red-hat-business-value,,↓194,
702.0,7.0,"Fri, 19 Aug 2016 01:36:15",0.987028,Michael J. Sabal,predicting-red-hat-business-value,,↓194,
703.0,19.0,"Sat, 20 Aug 2016 04:34:36  (-26.4h)",0.987028,ManishBhatt,predicting-red-hat-business-value,,↓194,
704.0,1.0,"Fri, 19 Aug 2016 17:59:44",0.987028,anban,predicting-red-hat-business-value,,↓194,
705.0,2.0,"Thu, 08 Sep 2016 07:22:18  (-19.5d)",0.987028,Shuvayan Das,predicting-red-hat-business-value,,↓194,
706.0,1.0,"Fri, 19 Aug 2016 20:29:04",0.987028,Tarik A.,predicting-red-hat-business-value,,↓194,
707.0,1.0,"Fri, 19 Aug 2016 21:11:46",0.987028,Jayakumar,predicting-red-hat-business-value,,↓194,
708.0,1.0,"Fri, 19 Aug 2016 21:54:49",0.987028,Adrián Plattner,predicting-red-hat-business-value,,↓194,
709.0,11.0,"Sat, 20 Aug 2016 08:30:39  (-0.6h)",0.987028,Anil Vuppala,predicting-red-hat-business-value,,↓194,
710.0,1.0,"Sat, 20 Aug 2016 08:43:21",0.987028,Michel Blaauw,predicting-red-hat-business-value,,↓194,
711.0,4.0,"Sat, 20 Aug 2016 12:41:20  (-0h)",0.987028,anu_analytics,predicting-red-hat-business-value,,↓194,
712.0,5.0,"Sun, 21 Aug 2016 22:33:29  (-32.8h)",0.987028,wcarroll,predicting-red-hat-business-value,,↓194,
713.0,20.0,"Mon, 22 Aug 2016 00:45:06  (-11.4h)",0.987028,dataGuy716,predicting-red-hat-business-value,,↓194,
714.0,1.0,"Sun, 21 Aug 2016 13:31:15",0.987028,TimeSaver,predicting-red-hat-business-value,,↓194,
715.0,1.0,"Sun, 21 Aug 2016 13:44:07",0.987028,Mirage,predicting-red-hat-business-value,,↓194,
716.0,1.0,"Sun, 21 Aug 2016 15:26:40",0.987028,Ye Tian,predicting-red-hat-business-value,,↓194,
717.0,1.0,"Sun, 21 Aug 2016 18:13:45",0.987028,yifan_xu,predicting-red-hat-business-value,,↓193,
718.0,3.0,"Wed, 24 Aug 2016 21:07:43  (-2.3d)",0.987028,MingchunLiu,predicting-red-hat-business-value,,↓193,
719.0,1.0,"Mon, 22 Aug 2016 15:37:34",0.987028,chronus,predicting-red-hat-business-value,,↓193,
720.0,7.0,"Tue, 23 Aug 2016 07:59:58",0.987028,siero,predicting-red-hat-business-value,,↓193,
721.0,1.0,"Tue, 23 Aug 2016 12:29:55",0.987028,Dragon Warrior,predicting-red-hat-business-value,,↓193,
722.0,1.0,"Tue, 23 Aug 2016 15:43:49",0.987028,vikash,predicting-red-hat-business-value,,↓193,
723.0,5.0,"Wed, 24 Aug 2016 13:45:11  (-14h)",0.987028,KenichiNakatani,predicting-red-hat-business-value,,↓193,
724.0,1.0,"Wed, 24 Aug 2016 00:53:20",0.987028,Paul Lorenz,predicting-red-hat-business-value,,↓193,
725.0,1.0,"Wed, 24 Aug 2016 01:20:07",0.987028,Jeremiah_Riddle,predicting-red-hat-business-value,,↓193,
726.0,1.0,"Wed, 24 Aug 2016 01:47:28",0.987028,Bruno Garrofé,predicting-red-hat-business-value,,↓193,
727.0,1.0,"Wed, 24 Aug 2016 05:36:30",0.987028,JeevanKumar,predicting-red-hat-business-value,,↓193,
728.0,1.0,"Wed, 24 Aug 2016 18:50:11",0.987028,Stepan Obraztsov,predicting-red-hat-business-value,,↓192,
729.0,4.0,"Thu, 25 Aug 2016 07:20:49",0.987028,吼不吼啊,predicting-red-hat-business-value,,↓191,
730.0,16.0,"Wed, 31 Aug 2016 11:25:56  (-6d)",0.987028,modkzs,predicting-red-hat-business-value,,↓191,
731.0,4.0,"Fri, 26 Aug 2016 13:17:39",0.987028,Faceless Void,predicting-red-hat-business-value,,↓190,
732.0,14.0,"Tue, 30 Aug 2016 08:48:51  (-3.4d)",0.987028,Dmitry Saponov,predicting-red-hat-business-value,,↓190,
733.0,2.0,"Sat, 27 Aug 2016 05:08:06",0.987028,gwsan826,predicting-red-hat-business-value,,↓190,
734.0,1.0,"Sun, 28 Aug 2016 03:44:08",0.987028,VASUJI,predicting-red-hat-business-value,,↓189,
735.0,2.0,"Sun, 28 Aug 2016 07:01:25",0.987028,TenthDoctor,predicting-red-hat-business-value,,↓189,
736.0,7.0,"Sun, 04 Sep 2016 13:01:26  (-6.8d)",0.987028,skrcode,predicting-red-hat-business-value,,↓188,
737.0,1.0,"Sun, 28 Aug 2016 21:51:33",0.987028,Nireshd,predicting-red-hat-business-value,,↓188,
738.0,1.0,"Mon, 29 Aug 2016 19:01:40",0.987028,Elouali alami,predicting-red-hat-business-value,,↓187,
739.0,8.0,"Wed, 07 Sep 2016 15:13:30  (-8.7d)",0.987028,NickBuckley,predicting-red-hat-business-value,,↓187,
740.0,1.0,"Mon, 29 Aug 2016 21:53:52",0.987028,Shridhar Yadav,predicting-red-hat-business-value,,↓187,
741.0,17.0,"Fri, 09 Sep 2016 20:46:45  (-10.7d)",0.987028,Jals123,predicting-red-hat-business-value,,↓187,
742.0,16.0,"Tue, 30 Aug 2016 08:11:39",0.987028,Savage,predicting-red-hat-business-value,,↓186,
743.0,1.0,"Tue, 30 Aug 2016 08:54:55",0.987028,Lili Sun,predicting-red-hat-business-value,,↓186,
744.0,4.0,"Wed, 07 Sep 2016 20:51:30  (-8.2d)",0.987028,Marcin Dziduch,predicting-red-hat-business-value,,↓186,
745.0,6.0,"Fri, 09 Sep 2016 18:23:01  (-10d)",0.987028,Pratik Chakrabarti,predicting-red-hat-business-value,,↓186,
746.0,8.0,"Thu, 08 Sep 2016 05:20:03  (-8.5d)",0.987028,Ram Kuppuswamy,predicting-red-hat-business-value,,↓186,
747.0,1.0,"Tue, 30 Aug 2016 18:45:04",0.987028,SudarshanKumar,predicting-red-hat-business-value,,↓186,
748.0,1.0,"Tue, 30 Aug 2016 19:24:32",0.987028,ehk116,predicting-red-hat-business-value,,↓186,
749.0,1.0,"Tue, 30 Aug 2016 20:50:27",0.987028,Ramanadan,predicting-red-hat-business-value,,↓186,
750.0,1.0,"Tue, 30 Aug 2016 23:47:28",0.987028,Evis Barbullushi,predicting-red-hat-business-value,,↓186,
751.0,1.0,"Wed, 31 Aug 2016 01:53:59",0.987028,RossXu,predicting-red-hat-business-value,,↓186,
752.0,3.0,"Fri, 09 Sep 2016 04:27:57  (-9.1d)",0.987028,smartboy,predicting-red-hat-business-value,,↓186,
753.0,14.0,"Fri, 09 Sep 2016 07:15:38  (-9.2d)",0.987028,zhangzhang,predicting-red-hat-business-value,,↓186,
754.0,2.0,"Wed, 31 Aug 2016 03:07:36",0.987028,william,predicting-red-hat-business-value,,↓186,
755.0,8.0,"Mon, 05 Sep 2016 02:49:31  (-4.9d)",0.987028,ChandanPanda,predicting-red-hat-business-value,,↓186,
756.0,17.0,"Fri, 02 Sep 2016 13:22:42  (-2.3d)",0.987028,KalyanJoshi,predicting-red-hat-business-value,,↓186,
757.0,8.0,"Wed, 31 Aug 2016 08:50:05",0.987028,AWASGP,predicting-red-hat-business-value,,↓186,
758.0,1.0,"Wed, 31 Aug 2016 19:08:01",0.987028,ezyyyy,predicting-red-hat-business-value,,↓185,
759.0,3.0,"Thu, 01 Sep 2016 03:42:12",0.987028,vdakshin,predicting-red-hat-business-value,,↓185,
760.0,3.0,"Thu, 01 Sep 2016 06:16:29",0.987028,goodguy,predicting-red-hat-business-value,,↓185,
761.0,10.0,"Thu, 01 Sep 2016 12:07:29  (-5h)",0.987028,kubilai,predicting-red-hat-business-value,,↓185,
762.0,7.0,"Thu, 01 Sep 2016 10:48:34  (-2.1h)",0.987028,MaximOzhogin,predicting-red-hat-business-value,,↓185,
763.0,1.0,"Wed, 07 Sep 2016 05:27:04  (-5.9d)",0.987028,kkcocoqq,predicting-red-hat-business-value,,↓185,
764.0,1.0,"Thu, 01 Sep 2016 13:01:45",0.987028,pakchoi,predicting-red-hat-business-value,,↓185,
765.0,4.0,"Thu, 01 Sep 2016 17:01:30",0.987028,Prarthana Bhat,predicting-red-hat-business-value,,↓185,
766.0,1.0,"Thu, 01 Sep 2016 18:38:15",0.987028,Joseph Pinto,predicting-red-hat-business-value,,↓185,
767.0,2.0,"Thu, 01 Sep 2016 21:44:33",0.987028,Duarte Figueiredo,predicting-red-hat-business-value,,↓185,
768.0,1.0,"Fri, 02 Sep 2016 06:14:39",0.987028,Soumojit Kumar,predicting-red-hat-business-value,,↓184,
769.0,1.0,"Fri, 02 Sep 2016 08:40:15",0.987028,Marian Dragt,predicting-red-hat-business-value,,↓183,
770.0,1.0,"Fri, 02 Sep 2016 13:19:15",0.987028,caracena,predicting-red-hat-business-value,,↓183,
771.0,4.0,"Mon, 05 Sep 2016 23:40:27  (-3.3d)",0.987028,Icyblade,predicting-red-hat-business-value,,↓183,
772.0,4.0,"Sun, 04 Sep 2016 16:19:36  (-39.5h)",0.987028,isaacmoore7,predicting-red-hat-business-value,,new,
773.0,2.0,"Sat, 03 Sep 2016 02:13:00  (-0.2h)",0.987028,TATABOX,predicting-red-hat-business-value,,new,
774.0,2.0,"Sat, 03 Sep 2016 07:58:56",0.987028,@ndirey,predicting-red-hat-business-value,,new,
775.0,2.0,"Tue, 06 Sep 2016 00:31:41  (-2.4d)",0.987028,LKB,predicting-red-hat-business-value,,new,
776.0,4.0,"Sat, 03 Sep 2016 19:43:07",0.987028,Kastula,predicting-red-hat-business-value,,↑754,
777.0,2.0,"Sat, 03 Sep 2016 22:35:59",0.987028,Koushik Nagarajan,predicting-red-hat-business-value,,↑123,
778.0,2.0,"Sat, 03 Sep 2016 22:41:00",0.987028,nplay,predicting-red-hat-business-value,,new,
779.0,1.0,"Sun, 04 Sep 2016 05:44:06  (-0.1h)",0.987028,cydonia,predicting-red-hat-business-value,,new,
780.0,10.0,"Tue, 06 Sep 2016 00:35:18  (-41.8h)",0.987028,shell_BNU,predicting-red-hat-business-value,,↓36,
781.0,7.0,"Thu, 08 Sep 2016 17:36:08  (-4.3d)",0.987028,Abhishek Hingne,predicting-red-hat-business-value,,new,
782.0,1.0,"Sun, 04 Sep 2016 12:20:59  (-0.1h)",0.987028,Abhinav Sharma,predicting-red-hat-business-value,,new,
783.0,8.0,"Sun, 04 Sep 2016 15:45:01",0.987028,dragonWarrior,predicting-red-hat-business-value,,↑643,
784.0,1.0,"Sun, 04 Sep 2016 20:34:36",0.987028,WilliamPanak,predicting-red-hat-business-value,,new,
785.0,2.0,"Sun, 04 Sep 2016 23:34:07  (-0.1h)",0.987028,Lim Exp,predicting-red-hat-business-value,,new,
786.0,7.0,"Mon, 05 Sep 2016 02:15:08  (-0.7h)",0.987028,MarcAparici,predicting-red-hat-business-value,,new,
787.0,1.0,"Mon, 05 Sep 2016 05:12:36",0.987028,terp terrapin,predicting-red-hat-business-value,,new,
788.0,18.0,"Mon, 05 Sep 2016 13:42:41  (-7.4h)",0.987028,Beihang King  Finlay Liu  Yvan Peng,predicting-red-hat-business-value,,↑216,
789.0,4.0,"Thu, 08 Sep 2016 09:53:28  (-2.9d)",0.987028,AtishDixit,predicting-red-hat-business-value,,new,
790.0,11.0,"Wed, 07 Sep 2016 08:40:35  (-43.4h)",0.987028,khattab,predicting-red-hat-business-value,,↑221,
791.0,1.0,"Mon, 05 Sep 2016 15:54:48",0.987028,runbotic,predicting-red-hat-business-value,,new,
792.0,2.0,"Tue, 06 Sep 2016 17:52:03  (-21.8h)",0.987028,Nilesh Kadam,predicting-red-hat-business-value,,new,
793.0,1.0,"Mon, 05 Sep 2016 20:14:59",0.987028,Anton Palmov,predicting-red-hat-business-value,,new,
794.0,1.0,"Tue, 06 Sep 2016 01:33:28",0.987028,haoshuai,predicting-red-hat-business-value,,new,
795.0,3.0,"Tue, 06 Sep 2016 06:05:56",0.987028,sumitkumar,predicting-red-hat-business-value,,new,
796.0,4.0,"Tue, 06 Sep 2016 08:26:24  (-1.5h)",0.987028,All-Seeing Eye,predicting-red-hat-business-value,,↑547,
797.0,5.0,"Tue, 06 Sep 2016 08:08:08  (-0.2h)",0.987028,EduardoLi,predicting-red-hat-business-value,,new,
798.0,1.0,"Tue, 06 Sep 2016 07:55:41",0.987028,wangjue,predicting-red-hat-business-value,,new,
799.0,5.0,"Tue, 06 Sep 2016 12:55:16",0.987028,iHaveNoName,predicting-red-hat-business-value,,new,
800.0,7.0,"Tue, 06 Sep 2016 15:40:35",0.987028,RajatKumar,predicting-red-hat-business-value,,↑396,
801.0,18.0,"Fri, 09 Sep 2016 17:19:50  (-2.9d)",0.987028,HealthActuary,predicting-red-hat-business-value,,↓86,
802.0,3.0,"Wed, 07 Sep 2016 00:59:24",0.987028,Yajing,predicting-red-hat-business-value,,↓1,
803.0,1.0,"Wed, 07 Sep 2016 01:19:27",0.987028,Fabio Gabriel,predicting-red-hat-business-value,,new,
804.0,3.0,"Wed, 07 Sep 2016 01:45:31  (-0h)",0.987028,masterLiu,predicting-red-hat-business-value,,↑256,
805.0,3.0,"Wed, 07 Sep 2016 22:43:27  (-20.2h)",0.987028,Jalal Habibi,predicting-red-hat-business-value,,↑786,
806.0,20.0,"Fri, 09 Sep 2016 14:46:53  (-2.5d)",0.987028,Keisuke Hosaka,predicting-red-hat-business-value,,new,
807.0,3.0,"Thu, 08 Sep 2016 01:48:26  (-14.1h)",0.987028,Smithish Jose,predicting-red-hat-business-value,,new,
808.0,11.0,"Thu, 08 Sep 2016 18:31:48  (-30.4h)",0.987028,AlexanderKursik,predicting-red-hat-business-value,,↑185,
809.0,2.0,"Wed, 07 Sep 2016 14:14:57  (-0.3h)",0.987028,Dongsun Moon,predicting-red-hat-business-value,,new,
810.0,1.0,"Wed, 07 Sep 2016 18:57:37",0.987028,Prasanna Kumar Chittari,predicting-red-hat-business-value,,new,
811.0,4.0,"Wed, 07 Sep 2016 21:40:23",0.987028,param,predicting-red-hat-business-value,,↑636,
812.0,22.0,"Thu, 08 Sep 2016 11:33:00  (-10h)",0.987028,Takuya,predicting-red-hat-business-value,,new,
813.0,4.0,"Thu, 08 Sep 2016 04:08:50  (-1.1h)",0.987028,stokhos,predicting-red-hat-business-value,,↑437,
814.0,13.0,"Fri, 09 Sep 2016 02:51:34  (-23.1h)",0.987028,Allen Qin,predicting-red-hat-business-value,,↑801,
815.0,2.0,"Thu, 08 Sep 2016 04:41:33",0.987028,Weili Zhang,predicting-red-hat-business-value,,new,
816.0,5.0,"Thu, 08 Sep 2016 11:38:33  (-6.2h)",0.987028,SatendraSahu,predicting-red-hat-business-value,,new,
817.0,4.0,"Thu, 08 Sep 2016 11:33:14  (-1.4h)",0.987028,Manohar Swamynathan,predicting-red-hat-business-value,,new,
818.0,5.0,"Thu, 08 Sep 2016 12:02:59",0.987028,Erik,predicting-red-hat-business-value,,↑782,
819.0,5.0,"Thu, 08 Sep 2016 20:18:00",0.987028,hedrat,predicting-red-hat-business-value,,↑108,
820.0,14.0,"Thu, 08 Sep 2016 22:21:00",0.987028,smallduck,predicting-red-hat-business-value,,↑132,
821.0,23.0,"Fri, 09 Sep 2016 10:29:43  (-8.7h)",0.987028,Dmitry Sergeev,predicting-red-hat-business-value,,new,
822.0,5.0,"Fri, 09 Sep 2016 16:12:27  (-1h)",0.987028,Anon,predicting-red-hat-business-value,,↑53,
823.0,1.0,"Fri, 09 Sep 2016 17:11:09",0.987028,Santhosh Kumar,predicting-red-hat-business-value,,new,
824.0,55.0,"Fri, 09 Sep 2016 17:59:19",0.987028,Hamidnsh,predicting-red-hat-business-value,,↑84,
825.0,2.0,"Fri, 09 Sep 2016 20:29:24",0.987028,VivekPatani,predicting-red-hat-business-value,,new,
826.0,7.0,"Fri, 09 Sep 2016 21:20:26",0.987028,Ivanochkin_Alexander,predicting-red-hat-business-value,,↑326,
827.0,21.0,"Fri, 02 Sep 2016 14:36:42  (-22.1d)",0.987028,Fdemir,predicting-red-hat-business-value,,↓236,
828.0,1.0,"Mon, 15 Aug 2016 18:21:38",0.987028,Shafie,predicting-red-hat-business-value,,↓236,
829.0,6.0,"Wed, 17 Aug 2016 01:45:00",0.987025,R.F.,predicting-red-hat-business-value,,↓235,
830.0,32.0,"Wed, 17 Aug 2016 09:42:12",0.987025,Chris Cross,predicting-red-hat-business-value,,↓235,
831.0,5.0,"Sat, 27 Aug 2016 09:32:22  (-9.8d)",0.987025,Vishwadeep Gautam,predicting-red-hat-business-value,,↓235,
832.0,16.0,"Wed, 17 Aug 2016 18:31:11",0.987025,Arty.Erokhin,predicting-red-hat-business-value,,↓235,
833.0,1.0,"Wed, 17 Aug 2016 23:17:21",0.987025,Michael Erasmus,predicting-red-hat-business-value,,↓235,
834.0,4.0,"Thu, 18 Aug 2016 10:46:50  (-2.6h)",0.987025,Van de Rakt,predicting-red-hat-business-value,,↓235,
835.0,2.0,"Mon, 22 Aug 2016 17:30:49  (-3.7d)",0.987025,Entropy  Abe Hoffman  ChristianeHeiligers  Jason Riedel,predicting-red-hat-business-value,,↓235,
836.0,3.0,"Mon, 22 Aug 2016 07:47:46  (-3d)",0.987025,Jean-Yves Gérardy,predicting-red-hat-business-value,,↓235,
837.0,1.0,"Fri, 19 Aug 2016 07:54:14",0.987025,vasjay,predicting-red-hat-business-value,,↓235,
838.0,6.0,"Sat, 20 Aug 2016 14:06:39",0.987025,kuphy98,predicting-red-hat-business-value,,↓235,
839.0,2.0,"Sun, 21 Aug 2016 03:16:40  (-0.4h)",0.987025,whatthis,predicting-red-hat-business-value,,↓235,
840.0,3.0,"Sun, 21 Aug 2016 19:17:00",0.987025,ugurcaliskan,predicting-red-hat-business-value,,↓235,
841.0,2.0,"Mon, 22 Aug 2016 19:27:56  (-23.5h)",0.987025,myName,predicting-red-hat-business-value,,↓235,
842.0,2.0,"Mon, 22 Aug 2016 09:36:17",0.987025,IbrahimKajogbola,predicting-red-hat-business-value,,↓235,
843.0,1.0,"Mon, 22 Aug 2016 10:19:59",0.987025,ghzeng,predicting-red-hat-business-value,,↓235,
844.0,8.0,"Mon, 22 Aug 2016 11:01:54",0.987025,Rocklee,predicting-red-hat-business-value,,↓235,
845.0,2.0,"Mon, 22 Aug 2016 14:38:33",0.987025,Dmitry Nozhnin,predicting-red-hat-business-value,,↓235,
846.0,40.0,"Wed, 24 Aug 2016 13:50:31  (-46.6h)",0.987025,Amastan Joker  Amastan  Bilel Nefzi,predicting-red-hat-business-value,,↓235,
847.0,1.0,"Tue, 23 Aug 2016 20:43:06",0.987025,Alberto VP,predicting-red-hat-business-value,,↓235,
848.0,15.0,"Wed, 24 Aug 2016 21:58:26  (-10.9h)",0.987025,vish2win,predicting-red-hat-business-value,,↓235,
849.0,8.0,"Wed, 24 Aug 2016 12:22:25",0.987025,(╯°□°）╯︵ ┻━┻  ArjoonnSharma  NJ/-,predicting-red-hat-business-value,,↓235,
850.0,1.0,"Thu, 25 Aug 2016 01:38:06",0.987025,zheng,predicting-red-hat-business-value,,↓235,
851.0,4.0,"Thu, 25 Aug 2016 08:06:24",0.987025,Black Pearl  @_/@Y _/@|)|-|@\/  Pratiksha,predicting-red-hat-business-value,,↓235,
852.0,2.0,"Thu, 25 Aug 2016 21:29:49",0.987025,abhishek333,predicting-red-hat-business-value,,↓235,
853.0,1.0,"Sat, 27 Aug 2016 09:40:51",0.987025,SmokingGauss,predicting-red-hat-business-value,,↓235,
854.0,4.0,"Sun, 28 Aug 2016 00:41:53",0.987025,bdfy,predicting-red-hat-business-value,,↓234,
855.0,6.0,"Sun, 28 Aug 2016 06:30:18",0.987025,labros,predicting-red-hat-business-value,,↓233,
856.0,2.0,"Mon, 29 Aug 2016 16:43:33",0.987025,pEman,predicting-red-hat-business-value,,↓232,
857.0,8.0,"Thu, 08 Sep 2016 05:19:11  (-9.1d)",0.987025,aamir121a,predicting-red-hat-business-value,,↓232,
858.0,1.0,"Tue, 30 Aug 2016 08:43:46",0.987025,MS_Intern_Team  Zhiyuan Sun  Kewen Tang  YUEYE,predicting-red-hat-business-value,,↓232,
859.0,6.0,"Tue, 30 Aug 2016 10:36:28",0.987025,salenator,predicting-red-hat-business-value,,↓232,
860.0,1.0,"Wed, 31 Aug 2016 13:29:07",0.987025,PaoloTomeo,predicting-red-hat-business-value,,↓232,
861.0,1.0,"Wed, 31 Aug 2016 18:57:51",0.987025,TSARI&BOGI  Darkhan Nurakhmetov  РоманПружанский,predicting-red-hat-business-value,,↓232,
862.0,11.0,"Thu, 08 Sep 2016 00:58:58  (-7.2d)",0.987025,Hui,predicting-red-hat-business-value,,↓232,
863.0,15.0,"Thu, 08 Sep 2016 02:45:14  (-6.1d)",0.987025,Jefferson Hernández,predicting-red-hat-business-value,,↓232,
864.0,7.0,"Tue, 06 Sep 2016 08:10:35  (-3.5d)",0.987025,Li Li,predicting-red-hat-business-value,,↓232,
865.0,1.0,"Sat, 03 Sep 2016 17:51:58",0.987025,Taherlal,predicting-red-hat-business-value,,new,
866.0,2.0,"Sun, 04 Sep 2016 06:18:48",0.987025,EE Jan,predicting-red-hat-business-value,,new,
867.0,5.0,"Sun, 04 Sep 2016 13:12:47  (-6.7h)",0.987025,uhm,predicting-red-hat-business-value,,↑729,
868.0,11.0,"Wed, 07 Sep 2016 14:32:11  (-3.2d)",0.987025,PeterIvatt,predicting-red-hat-business-value,,↑600,
869.0,13.0,"Thu, 08 Sep 2016 21:45:53  (-4.1d)",0.987025,GondyBhai,predicting-red-hat-business-value,,new,
870.0,7.0,"Fri, 09 Sep 2016 01:29:42  (-4d)",0.987025,neetless,predicting-red-hat-business-value,,↑231,
871.0,2.0,"Fri, 09 Sep 2016 06:56:43  (-4d)",0.987025,jingzhigang,predicting-red-hat-business-value,,new,
872.0,1.0,"Mon, 05 Sep 2016 13:42:10",0.987025,harjeet,predicting-red-hat-business-value,,new,
873.0,1.0,"Mon, 05 Sep 2016 18:24:21",0.987025,PatrickHess,predicting-red-hat-business-value,,new,
874.0,3.0,"Mon, 05 Sep 2016 19:19:03",0.987025,Salsinats,predicting-red-hat-business-value,,↑505,
875.0,12.0,"Fri, 09 Sep 2016 12:37:05  (-3.3d)",0.987025,Xiaxin Xu,predicting-red-hat-business-value,,↑499,
876.0,11.0,"Tue, 06 Sep 2016 21:58:21  (-0h)",0.987025,tlorieul,predicting-red-hat-business-value,,↑107,
877.0,1.0,"Wed, 07 Sep 2016 07:06:58",0.987025,晨茉的羔羊  Mo Zhou  Chen Chen,predicting-red-hat-business-value,,new,
878.0,4.0,"Thu, 08 Sep 2016 02:16:22",0.987025,Dong Zuo,predicting-red-hat-business-value,,↑382,
879.0,5.0,"Thu, 08 Sep 2016 23:38:20  (-20.4h)",0.987025,hhvo,predicting-red-hat-business-value,,new,
880.0,3.0,"Thu, 08 Sep 2016 10:54:04",0.987025,Kamenshchikov Mikhail,predicting-red-hat-business-value,,↑293,
881.0,1.0,"Fri, 09 Sep 2016 13:53:18",0.987025,Jozsi,predicting-red-hat-business-value,,new,
882.0,12.0,"Fri, 09 Sep 2016 21:17:36  (-0.4h)",0.987025,Rules High :)  BoyaZhou  Siyuan,predicting-red-hat-business-value,,↑50,
